population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year_start,year_end,val,upper,lower
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,429,Breast cancer,3,Rate,1990,2023,-0.49170485492418226,-0.36601693105673244,-0.5937769418690422
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,429,Breast cancer,3,Rate,1990,2023,-0.4653909836302224,-0.41361446160135845,-0.5065857984309445
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,432,Cervical cancer,3,Rate,1990,2023,-0.6653545770614587,-0.5584960033568657,-0.7447415938340766
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,432,Cervical cancer,3,Rate,1990,2023,-0.5188814464220358,-0.45608495218093487,-0.5698333771056401
1,All Population,1,Deaths,203,Cabo Verde,3,Both,284,20-54 years,411,Esophageal cancer,3,Rate,1990,2023,1.9888708356674567,4.02042020333898,0.7639223807990797
1,All Population,1,Deaths,203,Cabo Verde,3,Both,8,15-19 years,414,Stomach cancer,3,Rate,1990,2023,-0.6914182426914555,-0.4745343138078645,-0.8152185024254318
1,All Population,1,Deaths,203,Cabo Verde,3,Both,284,20-54 years,414,Stomach cancer,3,Rate,1990,2023,0.05449715333305631,0.5533973710429467,-0.3116399226409293
1,All Population,1,Deaths,203,Cabo Verde,3,Both,8,15-19 years,417,Liver cancer,3,Rate,1990,2023,-0.4090718558925528,0.10900975370158579,-0.6739223949534225
1,All Population,1,Deaths,149,Palestine,3,Both,284,20-54 years,411,Esophageal cancer,3,Rate,1990,2023,-0.34061144714845043,0.04438185487290283,-0.5924492230279379
1,All Population,1,Deaths,149,Palestine,3,Both,8,15-19 years,414,Stomach cancer,3,Rate,1990,2023,-0.8041258840732621,-0.6679894931352428,-0.8735896348872328
1,All Population,1,Deaths,149,Palestine,3,Both,284,20-54 years,414,Stomach cancer,3,Rate,1990,2023,-0.441697765264063,-0.15146143547736202,-0.6321329033018739
1,All Population,1,Deaths,149,Palestine,3,Both,8,15-19 years,417,Liver cancer,3,Rate,1990,2023,-0.748347806528659,-0.5594093349338016,-0.8532926198246353
1,All Population,1,Deaths,149,Palestine,3,Both,39,0-14 years,417,Liver cancer,3,Rate,1990,2023,-0.46389275938955576,0.050629301669713765,-0.6762895165043092
1,All Population,1,Deaths,149,Palestine,3,Both,284,20-54 years,417,Liver cancer,3,Rate,1990,2023,-0.13838169214206655,0.4184469718607788,-0.47902140481364625
1,All Population,1,Deaths,168,Angola,3,Both,284,20-54 years,450,Other pharynx cancer,3,Rate,1990,2023,0.5206997897204438,1.5357171212372838,-0.02565096850607478
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,438,Prostate cancer,3,Rate,1990,2023,0.09604782271120124,0.26879506662622077,-0.03988717855152943
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,441,Colon and rectum cancer,3,Rate,1990,2023,-0.4621728563452512,-0.36070928565992205,-0.5462550361978536
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,441,Colon and rectum cancer,3,Rate,1990,2023,-0.052601242122373104,0.01969992951525456,-0.12358799152375106
1,All Population,1,Deaths,95,United Kingdom,3,Both,8,15-19 years,444,Lip and oral cavity cancer,3,Rate,1990,2023,-0.08165513215369735,0.09998048325479603,-0.20488131388357617
1,All Population,1,Deaths,95,United Kingdom,3,Both,284,20-54 years,444,Lip and oral cavity cancer,3,Rate,1990,2023,0.4231879459531241,0.6647699866858046,0.226267562885903
